sno,Temperature,pH,Turbidity,Water_quality
4962,18.25,8.31,198,Good
4963,18.26,8.31,198,Good
4964,18.28,8.31,198,Good
4965,18.27,8.31,198,Good
4966,18.27,8.31,198,Good
4967,18.26,8.31,198,Good
4968,18.27,8.31,198,Good
4969,18.28,8.31,198,Good
4970,18.3,8.3,198,Good
4971,18.29,8.3,198,Good
4972,18.29,8.3,198,Good
4973,18.31,8.3,198,Good
4974,18.29,8.3,198,Good
4975,18.31,8.3,198,Good
4976,18.3,8.3,198,Good
4977,18.29,8.3,198,Good
4978,18.32,8.3,198,Good
4979,18.31,8.3,198,Good
4980,18.34,8.3,198,Good
4981,18.34,8.3,198,Good
4982,18.36,8.3,198,Good
4983,18.35,8.3,198,Good
4984,15.5,8.3,198,Good
4985,15.5,8.3,198,Good
4986,18.39,8.3,198,Good
4987,18.37,8.3,198,Good
4988,18.36,8.3,198,Good
4989,18.36,8.3,198,Good
4990,18.39,8.3,198,Good
4991,18.41,8.3,198,Good
4992,18.42,8.3,198,Good
4993,18.42,9.4,198,Good
4994,18.44,9.4,198,Good
4995,18.44,9.4,198,Good
4996,18.47,9.4,198,Good
4997,18.46,9.4,198,Good
4998,18.46,9.4,198,Good
4999,18.49,9.4,198,Good
5000,18.48,9.4,198,Good
5001,18.48,9.4,198,Good
5002,18.49,9.4,198,Good
5003,18.47,9.4,198,Good
5004,18.46,9.4,198,Good
5005,18.46,9.3,198,Good
5006,18.49,9.3,198,Good
5007,18.49,9.3,198,Good
5008,18.47,9.3,198,Good
5009,18.5,9.3,198,Good
5010,18.52,9.3,198,Good
5011,18.52,9.3,198,Good
5012,18.54,9.3,198,Good
5013,18.54,9.3,198,Good
5014,18.56,9.3,198,Good
5015,18.57,9.3,198,Good
5016,31,9.25,198,Bad
5017,18.57,9.25,198,Good
5018,18.56,9.25,198,Good
5019,18.56,9.25,198,Good
5020,31.88,9.25,198,Bad
5021,18.6,9.25,198,Good
5022,18.6,9.25,198,Good
5023,18.63,9.25,198,Good
5024,18.62,9.25,198,Good
5025,18.6,9.25,198,Good
5026,31.88,9.1,198,Bad
5027,18.6,9.1,198,Good
5028,18.6,9.1,198,Good
5029,31.88,9.1,198,Bad
5030,18.6,9.1,198,Good
5031,18.61,9.1,198,Good
5032,18.62,9.1,198,Good
5033,18.61,9.1,198,Good
5034,18.62,9.1,198,Good
5035,18.64,8.25,198,Good
5036,18.66,8.25,198,Good
5037,18.66,8.25,198,Good
5038,31.33,8.25,198,Good
5039,18.68,8.25,198,Good
5040,18.7,8.25,198,Good
5041,18.73,8.25,198,Good
5042,18.73,8.25,198,Good
5043,18.72,8.25,198,Good
5044,18.73,8.25,198,Good
5045,18.75,8.24,198,Good
5046,18.76,8.24,198,Good
5047,18.76,8.24,198,Good
5048,18.78,8.24,198,Good
5049,18.76,8.24,198,Good
5050,18.78,8.24,198,Good
5051,18.8,8.24,198,Good
5052,18.79,8.24,198,Good
5053,18.82,8.24,198,Good
5054,18.81,8.23,198,Good
5055,18.82,8.23,198,Good
5056,18.81,8.23,198,Good
5057,18.84,8.23,198,Good
5058,18.86,8.23,198,Good
5059,18.89,8.23,198,Good
5060,18.88,8.23,198,Good
5061,18.87,8.23,198,Good
5062,18.87,8.23,198,Good
5063,18.88,8.22,198,Good
5064,18.87,8.22,198,Good
5065,18.9,8.22,198,Good
5066,18.89,8.22,198,Good
5067,18.91,8.22,197,Good
5068,18.94,8.22,197,Good
5069,18.96,8.22,197,Good
5070,19,8.22,197,Good
5071,19,8.21,197,Good
5072,19.02,8.21,197,Good
5073,16,8.21,197,Good
5074,31.45,8.21,197,Good
5075,19.09,8.21,197,Good
5076,19.11,8.21,197,Good
5077,19.11,8.21,197,Good
5078,19.11,8.21,197,Good
5079,19.11,8.21,197,Good
5080,19.1,8.2,197,Good
5081,19.13,8.2,197,Good
5082,19.16,8.2,197,Good
5083,19.17,8.2,197,Good
5084,19.17,8.2,197,Good
5085,19.2,8.2,197,Good
5086,19.2,8.2,197,Good
5087,19.22,8.2,197,Good
5088,19.25,8.19,197,Good
5089,19.24,8.19,197,Good
5090,19.23,8.19,197,Good
5091,19.25,8.19,197,Good
5092,15.19,8.19,197,Good
5093,19.3,8.19,197,Good
5094,19.32,8.19,197,Good
5095,19.35,8.19,197,Good
5096,19.34,8.18,197,Good
5097,19.36,8.18,197,Good
5098,19.39,8.18,197,Good
5099,19.39,8.18,197,Good
5100,19.41,8.18,197,Good
5101,19.42,8.18,197,Good
5102,19.44,8.18,197,Good
5103,19.44,8.18,197,Good
5104,19.47,8.17,197,Good
5105,19.5,8.17,197,Good
5106,19.53,8.17,197,Good
5107,19.55,8.17,197,Good
5108,19.57,8.17,197,Good
5109,19.58,8.17,197,Good
5110,19.61,8.17,197,Good
5111,19.64,8.16,197,Good
5112,19.66,8.16,197,Good
5113,19.65,8.16,197,Good
5114,19.68,8.16,197,Good
5115,19.67,8.16,197,Good
5116,19.66,8.16,197,Good
5117,19.68,8.16,197,Good
5118,19.68,8.16,197,Good
5119,30.1,8.15,197,Good
5120,19.7,8.15,197,Good
5121,30.1,8.15,197,Good
5122,19.75,8.15,197,Good
5123,19.78,8.15,197,Good
5124,19.78,8.15,197,Good
5125,19.78,8.15,197,Good
5126,15.99,8.14,197,Good
5127,15.99,8.14,197,Good
5128,15.99,8.14,197,Good
5129,15.99,8.14,197,Good
5130,19.86,8.14,197,Good
5131,19.85,8.14,197,Good
5132,19.87,8.13,197,Good
5133,19.9,8.13,197,Good
5134,19.92,8.13,197,Good
5135,19.94,8.13,197,Good
5136,19.95,8.13,197,Good
5137,19.97,8.13,197,Good
5138,19.98,8.12,197,Good
5139,19.98,8.12,197,Good
5140,19.99,8.12,197,Good
5141,20,8.12,197,Good
5142,20.02,8.12,197,Good
5143,20.05,8.12,197,Good
5144,20.08,8.11,197,Good
5145,20.09,8.11,197,Good
5146,20.09,8.11,197,Good
5147,20.09,8.11,197,Good
5148,20.13,8.11,197,Good
5149,20.13,8.11,197,Good
5150,20.15,8.1,197,Good
5151,20.18,8.1,197,Good
5152,20.19,8.1,197,Good
5153,20.19,8.1,197,Good
5154,20.18,8.1,197,Good
5155,20.21,8.1,197,Good
5156,20.21,8.09,197,Good
5157,20.24,8.09,197,Good
5158,20.27,8.09,197,Good
5159,20.28,8.09,197,Good
5160,16.99,8.09,197,Good
5161,20.31,8.09,197,Good
5162,20.34,8.08,197,Good
5163,20.36,8.08,197,Good
5164,20.36,8.08,197,Good
5165,20.38,8.08,197,Good
5166,20.4,8.08,197,Good
5167,20.42,8.08,197,Good
5168,20.41,8.07,197,Good
5169,20.42,8.07,197,Good
5170,20.42,8.07,197,Good
5171,20.45,8.07,197,Good
5172,20.47,8.07,197,Good
5173,20.46,8.06,197,Good
5174,20.49,8.06,197,Good
5175,20.51,8.06,197,Good
5176,20.53,8.06,196,Good
5177,20.54,8.06,196,Good
5178,20.57,8.06,196,Good
5179,20.6,8.05,196,Good
5180,16.94,8.05,196,Good
5181,17.7,8.05,196,Good
5182,20.67,8.05,196,Good
5183,20.7,8.05,196,Good
5184,20.72,8.05,196,Good
5185,20.73,8.04,196,Good
5186,20.72,8.04,196,Good
5187,20.72,8.04,196,Good
5188,20.71,8.04,196,Good
5189,20.71,8.04,196,Good
5190,20.74,8.04,196,Good
5191,20.77,8.03,196,Good
5192,20.8,8.03,196,Good
5193,20.8,8.03,196,Good
5194,20.83,8.03,196,Good
5195,20.83,8.03,196,Good
5196,17.99,8.03,196,Good
5197,20.83,8.02,196,Good
5198,20.84,8.02,196,Good
5199,20.86,8.02,196,Good
5200,20.88,8.02,196,Good
5201,20.9,8.02,196,Good
5202,20.93,8.01,196,Good
5203,20.95,8.01,196,Good
5204,20.98,8.01,196,Good
5205,20.98,8.01,196,Good
5206,21,8.01,196,Good
5207,21,8.01,196,Good
5208,20.99,8,196,Good
5209,21.01,8,196,Good
5210,21.05,8,196,Good
5211,21.06,8,196,Good
5212,21.07,8,196,Good
5213,21.07,7.99,196,Good
5214,21.09,7.99,196,Good
5215,21.12,7.99,196,Good
5216,21.12,7.99,196,Good
5217,21.14,7.99,196,Good
5218,21.15,7.99,196,Good
5219,21.14,5.99,196,Good
5220,21.15,5.99,196,Good
5221,21.14,5.99,196,Good
5222,21.14,5.99,196,Good
5223,21.16,5.99,196,Good
5224,21.15,7.97,196,Good
5225,21.15,7.97,196,Good
5226,21.16,7.97,196,Good
5227,21.15,7.97,196,Good
5228,21.15,7.96,196,Good
5229,21.17,7.96,196,Good
5230,21.19,7.96,196,Good
5231,21.2,7.96,196,Good
5232,21.23,7.95,196,Good
5233,21.25,7.95,196,Good
5234,21.27,7.95,196,Good
5235,21.3,7.95,196,Good
5236,21.3,7.95,196,Good
5237,21.3,7.94,196,Good
5238,21.29,7.94,196,Good
5239,21.28,7.94,196,Good
5240,21.27,7.94,196,Good
5241,21.31,7.93,196,Good
5242,21.32,7.93,196,Good
5243,21.35,7.93,196,Good
5244,21.37,7.92,196,Good
5245,21.4,7.92,196,Good
5246,21.42,7.92,196,Good
5247,21.43,7.92,196,Good
5248,21.42,7.91,196,Good
5249,21.42,7.91,196,Good
5250,21.45,7.91,196,Good
5251,21.48,7.91,196,Good
5252,31.43,7.9,196,Good
5253,21.48,7.9,196,Good
5254,21.48,7.9,196,Good
5255,21.5,7.89,196,Good
5256,21.53,7.89,196,Good
5257,21.57,7.89,196,Good
5258,21.58,7.89,196,Good
5259,21.6,7.88,196,Good
5260,21.64,7.88,196,Good
5261,21.66,7.88,196,Good
5262,21.67,7.87,196,Good
5263,31.55,7.87,196,Good
5264,21.72,7.87,196,Good
5265,21.73,7.86,196,Good
5266,21.76,7.86,196,Good
5267,21.77,7.86,196,Good
5268,21.77,7.85,196,Good
5269,21.79,7.85,196,Good
5270,21.82,7.85,196,Good
5271,21.83,7.84,196,Good
5272,21.85,7.84,196,Good
5273,21.85,7.84,196,Good
5274,21.86,7.83,196,Good
5275,21.88,7.83,196,Good
5276,31.91,7.83,196,Good
5277,21.91,7.82,196,Good
5278,21.94,7.82,196,Good
5279,21.94,7.82,196,Good
5280,21.97,7.81,196,Good
5281,21.98,7.81,196,Good
5282,22.01,7.81,196,Good
5283,22,7.8,196,Good
5284,22.03,7.8,196,Good
5285,22.03,7.8,196,Good
5286,22.03,7.79,196,Good
5287,22.07,7.79,196,Good
5288,22.09,7.78,196,Good
5289,22.11,7.78,196,Good
5290,22.12,7.78,196,Good
5291,22.14,7.77,196,Good
5292,22.14,7.77,196,Good
5293,22.16,7.77,196,Good
5294,22.17,7.76,196,Good
5295,22.19,7.76,196,Good
5296,22.21,7.75,196,Good
5297,22.22,7.75,196,Good
5298,22.21,7.75,196,Good
5299,22.21,7.74,196,Good
5300,22.21,7.74,196,Good
5301,22.23,7.73,196,Good
5302,22.22,7.73,196,Good
5303,22.26,7.73,196,Good
5304,22.3,7.72,196,Good
5305,22.32,7.72,196,Good
5306,22.31,7.71,196,Good
5307,22.33,7.71,196,Good
5308,22.36,7.71,196,Good
5309,22.38,7.7,196,Good
5310,22.41,7.7,196,Good
5311,22.44,7.7,196,Good
5312,22.46,9.1,196,Good
5313,22.48,9.1,196,Good
5314,22.48,7.68,196,Good
5315,22.51,7.68,196,Good
5316,22.52,7.68,196,Good
5317,22.53,7.67,196,Good
5318,22.56,7.67,196,Good
5319,22.54,7.66,196,Good
5320,22.54,7.66,196,Good
5321,22.53,7.66,196,Good
5322,22.54,7.65,196,Good
5323,22.56,7.65,196,Good
5324,22.55,7.65,196,Good
5325,22.57,7.64,196,Good
5326,22.57,7.64,196,Good
5327,22.57,7.63,196,Good
5328,22.61,7.63,196,Good
5329,22.62,7.63,196,Good
5330,22.63,7.62,196,Good
5331,22.67,7.62,196,Good
5332,22.69,7.61,196,Good
5333,22.72,7.61,196,Good
5334,22.75,7.61,196,Good
5335,22.75,7.6,196,Good
5336,22.77,7.6,196,Good
5337,22.78,7.6,196,Good
5338,22.78,9.15,196,Good
5339,22.77,9.15,196,Good
5340,22.78,7.58,196,Good
5341,22.77,7.58,196,Good
5342,22.76,7.58,196,Good
5343,22.77,7.57,196,Good
5344,22.79,7.57,196,Good
5345,22.79,7.56,196,Good
5346,22.8,7.56,196,Good
5347,22.82,7.56,196,Good
5348,22.83,10.3,196,Good
5349,22.84,10.3,196,Good
5350,22.85,7.54,196,Good
5351,22.85,7.54,196,Good
5352,22.86,7.54,196,Good
5353,22.87,7.53,196,Good
5354,22.86,7.53,196,Good
5355,22.9,7.52,196,Good
5356,22.91,7.52,196,Good
5357,22.95,7.52,196,Good
5358,22.97,7.51,196,Good
5359,22.96,7.51,196,Good
5360,22.95,7.5,196,Good
5361,22.98,7.5,196,Good
5362,23,7.49,196,Good
5363,23.02,7.49,196,Good
5364,23.05,7.49,196,Good
5365,23.06,7.48,196,Good
5366,23.05,7.48,196,Good
5367,23.06,7.47,196,Good
5368,23.06,7.47,196,Good
5369,23.06,7.46,196,Good
5370,23.09,7.46,196,Good
5371,23.1,7.46,196,Good
5372,23.11,7.45,196,Good
5373,23.13,7.45,197,Good
5374,23.14,7.44,197,Good
5375,23.13,7.44,197,Good
5376,23.16,9.45,197,Good
5377,23.19,9.45,197,Good
5378,23.22,7.42,197,Good
5379,23.21,7.42,197,Good
5380,23.24,7.42,197,Good
5381,23.22,9.9,197,Good
5382,23.25,9.9,197,Good
5383,23.25,7.4,197,Good
5384,23.27,7.4,197,Good
5385,23.29,5.2,197,Good
5386,23.31,5.2,197,Good
5387,23.32,7.38,197,Good
5388,23.31,7.38,197,Good
5389,23.3,7.38,197,Good
5390,23.31,5.5,197,Good
5391,23.31,5.5,197,Good
5392,23.34,7.36,197,Good
5393,23.35,7.36,197,Good
5394,23.35,7.35,197,Good
5395,23.38,7.35,197,Good
5396,23.38,7.34,197,Good
5397,23.4,7.34,197,Good
5398,23.4,7.34,197,Good
5399,23.41,7.33,197,Good
5400,23.42,7.33,197,Good
5401,23.41,7.32,197,Good
5402,23.4,7.32,197,Good
5403,23.38,7.31,197,Good
5404,23.35,7.31,197,Good
5405,23.37,7.31,197,Good
5406,23.38,7.3,197,Good
5407,23.39,7.3,197,Good
5408,23.4,7.29,196,Good
5409,23.39,7.29,196,Good
5410,23.4,7.28,196,Good
5411,23.4,7.28,196,Good
5412,23.38,7.28,196,Good
5413,23.36,9.23,196,Good
5414,23.35,9.23,196,Good
5415,23.37,7.26,196,Good
5416,23.35,7.26,196,Good
5417,23.34,7.25,196,Good
5418,23.35,7.25,196,Good
5419,23.32,7.25,196,Good
5420,23.33,7.24,196,Good
5421,23.33,7.24,196,Good
5422,23.31,7.23,196,Good
5423,23.32,7.23,196,Good
5424,23.32,7.22,196,Good
5425,23.32,7.22,196,Good
5426,23.32,7.22,196,Good
5427,23.3,9.39,196,Good
5428,23.29,9.39,196,Good
5429,23.29,7.2,196,Good
5430,23.27,7.2,196,Good
5431,23.26,5.87,196,Good
5432,23.28,5.87,196,Good
5433,23.27,5.34,196,Good
5434,23.26,5.34,196,Good
5435,23.25,5.34,196,Good
5436,23.28,5.66,196,Good
5437,23.29,5.66,196,Good
5438,23.31,7.16,196,Good
5439,23.29,7.16,196,Good
5440,23.29,7.15,196,Good
5441,23.28,7.15,196,Good
5442,23.27,7.15,196,Good
5443,23.25,7.14,196,Good
5444,23.25,7.14,196,Good
5445,23.28,7.13,196,Good
5446,23.26,7.13,196,Good
5447,23.27,7.12,196,Good
5448,23.28,7.12,196,Good
5449,23.26,5.33,196,Good
5450,23.29,5.33,196,Good
5451,23.29,5.33,196,Good
5452,23.29,7.1,196,Good
5453,23.29,7.1,196,Good
5454,23.29,4.9,196,Good
5455,23.31,4.9,196,Good
5456,23.32,4.9,196,Good
5457,23.31,4.99,196,Good
5458,23.28,4.99,196,Good
5459,23.31,4.99,196,Good
5460,23.33,5.77,196,Good
5461,23.31,5.77,196,Good
5462,23.31,5.77,196,Good
5463,23.32,5.2,196,Good
5464,23.31,5.2,196,Good
5465,23.33,5.2,196,Good
5466,23.32,5.91,196,Good
5467,23.31,5.91,196,Good
5468,23.31,5.91,196,Good
5469,23.29,5.91,196,Good
5470,23.28,5.67,196,Good
5471,23.27,5.67,196,Good
5472,23.28,5.67,196,Good
5473,23.27,5.67,196,Good
5474,23.26,5.92,196,Good
5475,23.24,5.92,196,Good
5476,23.25,5.92,196,Good
5477,23.26,5.92,196,Good
5478,23.25,7.02,196,Good
5479,23.25,7.02,196,Good
5480,23.26,7.02,197,Good
5481,23.25,7.02,197,Good
5482,23.25,7.01,197,Good
5483,23.25,7.01,197,Good
5484,23.27,7.01,197,Good
5485,23.27,7.01,197,Good
5486,23.26,7.01,197,Good
5487,23.28,7,197,Good
5488,23.29,7,197,Good
5489,23.28,7,197,Good
5490,23.28,7,197,Good
5491,23.31,7,197,Good
5492,23.29,7,197,Good
5493,23.28,6.99,197,Good
5494,23.28,6.99,197,Good
5495,23.26,6.99,197,Good
5496,23.28,6.99,197,Good
5497,23.26,6.99,197,Good
5498,23.26,6.99,197,Good
5499,23.24,6.99,197,Good
5500,23.22,6.98,197,Good
5501,23.23,6.98,197,Good
5502,23.24,6.98,197,Good
5503,23.24,6.98,197,Good
5504,23.24,6.98,197,Good
5505,23.24,6.98,197,Good
5506,23.25,6.98,197,Good
5507,23.23,6.98,197,Good
5508,23.24,6.98,197,Good
5509,23.26,6.98,197,Good
5510,23.26,6.98,197,Good
5511,23.24,6.98,197,Good
5512,23.26,6.98,197,Good
5513,23.28,6.98,197,Good
5514,23.3,6.98,197,Good
5515,23.3,6.98,197,Good
5516,23.28,6.98,197,Good
5517,23.29,6.98,197,Good
5518,23.27,6.98,197,Good
5519,23.27,6.98,197,Good
5520,23.26,6.98,197,Good
5521,23.25,6.98,197,Good
5522,23.25,6.98,197,Good
5523,23.25,6.98,197,Good
5524,23.23,6.98,197,Good
5525,23.23,6.99,197,Good
5526,23.24,6.99,197,Good
5527,23.23,6.99,197,Good
5528,23.21,6.99,197,Good
5529,23.19,6.99,197,Good
5530,23.2,6.99,198,Good
5531,23.21,6.99,198,Good
5532,23.19,6.99,198,Good
5533,23.19,6.99,198,Good
5534,23.2,6.99,198,Good
5535,23.18,6.99,198,Good
5536,23.2,6.99,198,Good
5537,23.19,6.99,198,Good
5538,23.17,7,198,Good
5539,23.2,7,198,Good
5540,23.19,7,198,Good
5541,23.19,7,198,Good
5542,23.18,7,198,Good
5543,23.2,7,198,Good
5544,23.21,7,198,Good
5545,23.2,7,198,Good
5546,23.22,7,198,Good
5547,23.22,7,198,Good
5548,23.21,7,198,Good
5549,23.23,7.01,198,Good
5550,23.24,7.01,198,Good
5551,23.21,7.01,198,Good
5552,23.23,7.01,198,Good
5553,23.21,7.01,198,Good
5554,23.22,7.01,198,Good
5555,23.19,7.01,198,Good
5556,23.19,7.01,198,Good
5557,23.19,7.02,198,Good
5558,23.19,7.02,198,Good
5559,23.18,7.02,198,Good
5560,23.16,7.02,198,Good
5561,23.15,7.02,198,Good
5562,23.16,7.02,198,Good
5563,23.18,7.02,198,Good
5564,23.18,7.02,198,Good
5565,23.2,5.92,198,Good
5566,23.19,5.92,199,Good
5567,23.16,5.92,199,Good
5568,23.16,5.92,199,Good
5569,23.14,5.92,199,Good
5570,23.16,5.92,199,Good
5571,23.16,5.92,199,Good
5572,23.16,5.92,199,Good
5573,23.15,5.67,199,Good
5574,23.13,5.67,199,Good
5575,23.13,5.67,199,Good
5576,23.14,5.67,199,Good
5577,23.13,5.67,199,Good
5578,23.14,5.67,199,Good
5579,23.15,5.67,199,Good
5580,23.14,5.91,199,Good
5581,23.14,5.91,199,Good
5582,23.11,5.91,199,Good
5583,23.12,5.91,199,Good
5584,23.12,5.91,199,Good
5585,23.12,5.91,199,Good
5586,23.11,5.91,199,Good
5587,23.11,5.2,199,Good
5588,23.1,5.2,199,Good
5589,23.08,5.2,199,Good
5590,23.09,5.2,199,Good
5591,23.06,5.2,199,Good
5592,23.05,5.2,199,Good
5593,23.04,5.77,199,Good
5594,23.05,5.77,199,Good
5595,23.05,5.77,199,Good
5596,16.2,5.77,199,Bad
5597,23.05,5.77,199,Good
5598,23.03,5.77,199,Good
5599,23.03,4.99,199,Good
5600,23.03,4.99,199,Good
5601,23,4.99,200,Good
5602,22.97,4.99,200,Good
5603,22.96,4.99,200,Good
5604,22.96,4.99,200,Good
5605,22.95,4.9,200,Good
5606,22.97,4.9,200,Good
5607,22.95,4.9,200,Good
5608,22.97,4.9,200,Good
5609,22.95,4.9,200,Good
5610,22.94,7.1,200,Good
5611,22.95,7.1,200,Good
5612,22.95,7.1,200,Good
5613,22.94,7.1,200,Good
5614,22.92,7.1,200,Good
5615,22.9,5.33,200,Good
5616,22.89,5.33,200,Good
5617,22.89,5.33,200,Good
5618,22.88,5.33,200,Good
5619,22.9,5.33,200,Good
5620,22.91,7.12,200,Good
5621,22.9,7.12,200,Good
5622,22.89,7.12,200,Good
5623,22.87,7.12,200,Good
5624,22.88,7.12,200,Good
5625,22.86,7.13,200,Good
5626,22.84,7.13,200,Good
5627,22.86,7.13,200,Good
5628,22.86,7.13,200,Good
5629,22.86,7.14,200,Good
5630,22.85,7.14,200,Good
5631,22.83,7.14,200,Good
5632,22.84,7.14,200,Good
5633,22.83,7.14,200,Good
5634,22.84,7.15,200,Good
5635,22.84,7.15,200,Good
5636,22.84,7.15,201,Good
5637,22.84,7.15,201,Good
5638,22.81,7.16,201,Good
5639,22.79,7.16,201,Good
5640,22.77,7.16,201,Good
5641,22.75,7.16,201,Good
5642,22.73,5.66,201,Good
5643,22.71,5.66,201,Good
5644,22.72,5.66,201,Good
5645,22.69,5.66,201,Good
5646,22.67,5.34,201,Good
5647,22.65,5.34,201,Good
5648,22.66,5.34,201,Good
5649,22.67,5.34,201,Good
5650,22.69,5.87,201,Good
5651,22.7,5.87,201,Good
5652,22.71,5.87,201,Good
5653,22.72,5.87,201,Good
5654,22.73,7.2,201,Good
5655,22.75,7.2,201,Good
5656,22.74,7.2,201,Good
5657,22.73,9.39,201,Good
5658,22.71,9.39,201,Good
5659,22.71,9.39,201,Good
5660,22.72,9.39,201,Good
5661,22.72,7.22,201,Good
5662,22.74,7.22,201,Good
5663,22.73,7.22,201,Good
5664,22.71,7.22,201,Good
5665,22.68,7.23,201,Good
5666,22.69,7.23,201,Good
5667,22.69,7.23,201,Good
5668,22.66,7.24,202,Good
5669,22.66,7.24,202,Good
5670,22.63,7.24,202,Good
5671,22.64,7.24,202,Good
5672,22.64,7.25,202,Good
5673,22.61,7.25,202,Good
5674,22.59,7.25,202,Good
5675,22.57,7.26,202,Good
5676,22.58,7.26,202,Good
5677,22.57,7.26,202,Good
5678,22.54,7.26,202,Good
5679,22.55,9.23,202,Good
5680,22.57,9.23,202,Good
5681,22.55,9.23,202,Good
5682,22.52,7.28,202,Good
5683,22.52,7.28,202,Good
5684,22.49,7.28,202,Good
5685,22.46,7.28,202,Good
5686,22.45,7.29,202,Good
5687,22.44,7.29,202,Good
5688,22.46,7.29,202,Good
5689,22.43,7.3,202,Good
5690,22.44,7.3,202,Good
5691,22.44,7.3,202,Good
5692,22.41,7.3,202,Good
5693,22.42,7.31,202,Good
5694,22.43,7.31,202,Good
5695,22.45,7.31,202,Good
5696,22.43,7.32,202,Good
5697,22.4,7.32,203,Good
5698,22.39,7.32,203,Good
5699,22.38,7.33,203,Good
5700,22.36,7.33,203,Good
5701,22.37,7.33,203,Good
5702,22.36,7.34,203,Good
5703,22.36,7.34,203,Good
5704,22.35,7.34,203,Good
5705,22.35,7.35,203,Good
5706,22.35,7.35,203,Good
5707,22.37,7.35,203,Good
5708,22.36,7.36,203,Good
5709,22.38,7.36,203,Good
5710,22.39,7.36,203,Good
5711,22.4,5.5,203,Good
5712,22.38,5.5,203,Good
5713,22.36,5.5,203,Good
5714,22.36,5.5,203,Good
5715,22.35,7.38,203,Good
5716,22.36,7.38,203,Good
5717,22.33,7.38,203,Good
5718,22.31,5.2,203,Good
5719,22.28,5.2,203,Good
5720,22.29,7.4,203,Good
5721,22.3,7.4,203,Good
5722,22.3,7.4,203,Good
5723,22.3,9.9,203,Good
5724,22.28,9.9,203,Good
5725,22.29,9.9,203,Good
5726,22.28,7.42,204,Good
5727,22.3,7.42,204,Good
5728,22.27,7.42,204,Good
5729,22.26,9.45,204,Good
5730,22.23,9.45,204,Good
5731,22.23,9.45,204,Good
5732,22.23,7.44,204,Good
5733,22.21,7.44,204,Good
5734,22.19,7.44,204,Good
5735,22.17,7.45,204,Good
5736,22.17,7.45,204,Good
5737,22.14,7.45,204,Good
5738,22.15,7.46,204,Good
5739,22.13,7.46,204,Good
5740,22.13,7.46,204,Good
5741,22.15,7.47,204,Good
5742,22.12,7.47,204,Good
5743,22.13,7.47,204,Good
5744,22.14,7.48,204,Good
5745,22.14,7.48,204,Good
5746,22.15,7.48,204,Good
5747,22.14,7.49,204,Good
5748,22.11,7.49,204,Good
5749,22.13,7.5,204,Good
5750,22.12,7.5,204,Good
5751,22.11,7.5,204,Good
5752,22.13,7.51,204,Good
5753,22.1,7.51,204,Good
5754,22.12,7.51,205,Good
5755,22.11,7.52,205,Good
5756,22.13,7.52,205,Good
5757,22.1,7.52,205,Good
5758,22.07,7.53,205,Good
5759,22.07,7.53,205,Good
5760,22.08,7.53,205,Good
5761,22.08,7.54,205,Good
5762,22.06,7.54,205,Good
5763,22.05,10.3,205,Good
5764,22.03,10.3,205,Good
5765,22.04,10.3,205,Good
5766,22.05,7.56,205,Good
5767,22.04,7.56,205,Good
5768,22.05,7.56,205,Good
5769,22.05,7.57,205,Good
5770,22.03,7.57,205,Good
5771,22.05,7.57,205,Good
5772,22.02,7.58,205,Good
5773,22.03,7.58,205,Good
5774,22.01,7.58,205,Good
5775,21.98,9.15,205,Good
5776,21.97,9.15,205,Good
5777,21.97,7.6,205,Good
5778,21.94,7.6,205,Good
5779,21.92,7.6,205,Good
5780,21.91,7.61,205,Good
5781,21.91,7.61,205,Good
5782,21.9,7.61,205,Good
5783,21.89,7.62,205,Good
5784,21.88,7.62,206,Good
5785,21.84,7.63,206,Good
5786,21.81,7.63,206,Good
5787,21.8,7.63,206,Good
5788,21.77,7.64,206,Good
5789,21.77,7.64,206,Good
5790,21.78,7.65,206,Good
5791,21.77,7.65,206,Good
5792,21.79,7.65,206,Good
5793,21.75,7.66,206,Good
5794,21.75,7.66,206,Good
5795,21.75,7.67,206,Good
5796,21.75,7.67,206,Good
5797,21.74,7.67,206,Good
5798,21.75,7.68,206,Good
5799,21.74,7.68,206,Good
5800,21.73,9.1,206,Good
5801,21.71,9.1,206,Good
5802,21.71,7.7,206,Good
5803,21.68,7.7,206,Good
5804,21.67,7.7,206,Good
5805,21.66,7.71,206,Good
5806,21.66,7.71,206,Good
5807,21.64,7.72,206,Good
5808,21.65,7.72,206,Good
5809,21.64,7.72,206,Good
5810,21.66,7.73,206,Good
5811,21.65,7.73,206,Good
5812,21.67,7.74,206,Good
5813,21.68,7.74,206,Good
5814,21.67,7.74,206,Good
5815,31.55,7.75,207,Good
5816,31.55,7.75,207,Good
5817,31.55,7.76,207,Good
5818,21.7,7.76,207,Good
5819,21.71,7.76,207,Good
5820,21.71,7.77,207,Good
5821,21.68,7.77,207,Good
5822,21.65,7.78,207,Good
5823,21.62,7.78,207,Good
5824,21.64,7.79,207,Good
5825,21.63,7.79,207,Good
5826,21.62,7.79,207,Good
5827,21.62,7.8,207,Good
5828,21.63,7.8,207,Good
5829,21.63,7.81,207,Good
5830,21.61,7.81,207,Good
5831,21.58,7.81,207,Good
5832,21.56,7.82,207,Good
5833,21.54,7.82,207,Good
5834,21.53,7.83,207,Good
5835,21.54,7.83,207,Good
5836,31.3,7.83,207,Good
5837,21.5,7.84,207,Good
5838,21.48,7.84,207,Good
